id,timestamp,intent,user_utterance,assistant_response
12397,2025-08-03T06:08:06.934215,get_info_subject,Who invented the telephone?,Executing 'get_info_subject' related task: who invented the telephone?
12302,2025-08-03T06:08:06.933886,get_info_subject,Tell me the story of Ramayana,Executing 'get_info_subject' related task: tell me the story of ramayana
12291,2025-08-03T06:08:06.933853,get_info_subject,What is global warming?,Executing 'get_info_subject' related task: what is global warming?
12390,2025-08-03T06:08:06.934196,get_info_subject,Who is the president of India?,Executing 'get_info_subject' related task: who is the president of india?
12338,2025-08-03T06:08:06.934030,get_info_subject,Information on Einstein,Executing 'get_info_subject' related task: information on einstein
12371,2025-08-03T06:08:06.934143,get_info_subject,Who is the president of India?,Executing 'get_info_subject' related task: who is the president of india?
12303,2025-08-03T06:08:06.933889,get_info_subject,Tell me who is APJ Abdul Kalam,Executing 'get_info_subject' related task: tell me who is apj abdul kalam
12176,2025-08-03T05:52:48.532030,get_info_subject,Tell me about gravity,Executing 'get_info_subject' related task: tell me about gravity
12312,2025-08-03T06:08:06.933940,get_info_subject,What is global warming?,Executing 'get_info_subject' related task: what is global warming?
12196,2025-08-03T05:52:48.532080,get_info_subject,Get info on the sun,Executing 'get_info_subject' related task: get info on the sun
12365,2025-08-03T06:08:06.934126,get_info_subject,Tell me about gravity,Executing 'get_info_subject' related task: tell me about gravity
12171,2025-08-03T05:52:48.532017,get_info_subject,Information about Einstein,Executing 'get_info_subject' related task: information about einstein
12375,2025-08-03T06:08:06.934156,get_info_subject,Explain machine learning,Executing 'get_info_subject' related task: explain machine learning
12289,2025-08-03T06:08:06.933847,get_info_subject,Tell me who is APJ Abdul Kalam,Executing 'get_info_subject' related task: tell me who is apj abdul kalam
12374,2025-08-03T06:08:06.934153,get_info_subject,Tell me who is APJ Abdul Kalam,Executing 'get_info_subject' related task: tell me who is apj abdul kalam
12321,2025-08-03T06:08:06.933969,get_info_subject,What is global warming?,Executing 'get_info_subject' related task: what is global warming?
12402,2025-08-03T06:08:06.934229,get_info_subject,Who is the president of India?,Executing 'get_info_subject' related task: who is the president of india?
12177,2025-08-03T05:52:48.532032,get_info_subject,Information about Einstein,Executing 'get_info_subject' related task: information about einstein
12341,2025-08-03T06:08:06.934039,get_info_subject,Who invented the telephone?,Executing 'get_info_subject' related task: who invented the telephone?
12192,2025-08-03T05:52:48.532071,get_info_subject,Get info on the sun,Executing 'get_info_subject' related task: get info on the sun
12319,2025-08-03T06:08:06.933963,get_info_subject,Who invented the telephone?,Executing 'get_info_subject' related task: who invented the telephone?
12342,2025-08-03T06:08:06.934042,get_info_subject,Tell me about gravity,Executing 'get_info_subject' related task: tell me about gravity
12315,2025-08-03T06:08:06.933952,get_info_subject,Explain the theory of relativity,Executing 'get_info_subject' related task: explain the theory of relativity
12193,2025-08-03T05:52:48.532073,get_info_subject,Get info on the sun,Executing 'get_info_subject' related task: get info on the sun
12354,2025-08-03T06:08:06.934081,get_info_subject,Tell me who is APJ Abdul Kalam,Executing 'get_info_subject' related task: tell me who is apj abdul kalam
12361,2025-08-03T06:08:06.934114,get_info_subject,Tell me who is APJ Abdul Kalam,Executing 'get_info_subject' related task: tell me who is apj abdul kalam
12355,2025-08-03T06:08:06.934087,get_info_subject,Tell me the story of Ramayana,Executing 'get_info_subject' related task: tell me the story of ramayana
12385,2025-08-03T06:08:06.934183,get_info_subject,Tell me the story of Ramayana,Executing 'get_info_subject' related task: tell me the story of ramayana
12405,2025-08-03T06:08:06.934236,get_info_subject,Information on Einstein,Executing 'get_info_subject' related task: information on einstein
12311,2025-08-03T06:08:06.933935,get_info_subject,Explain machine learning,Executing 'get_info_subject' related task: explain machine learning
12172,2025-08-03T05:52:48.532020,get_info_subject,Information about Einstein,Executing 'get_info_subject' related task: information about einstein
12351,2025-08-03T06:08:06.934068,get_info_subject,Tell me who is APJ Abdul Kalam,Executing 'get_info_subject' related task: tell me who is apj abdul kalam
12389,2025-08-03T06:08:06.934193,get_info_subject,Tell me who is APJ Abdul Kalam,Executing 'get_info_subject' related task: tell me who is apj abdul kalam
12358,2025-08-03T06:08:06.934101,get_info_subject,Explain machine learning,Executing 'get_info_subject' related task: explain machine learning
12169,2025-08-03T05:52:48.532012,get_info_subject,Get info on the sun,Executing 'get_info_subject' related task: get info on the sun
12189,2025-08-03T05:52:48.532063,get_info_subject,Get info on the sun,Executing 'get_info_subject' related task: get info on the sun
12309,2025-08-03T06:08:06.933926,get_info_subject,What is global warming?,Executing 'get_info_subject' related task: what is global warming?
12339,2025-08-03T06:08:06.934033,get_info_subject,Tell me who is APJ Abdul Kalam,Executing 'get_info_subject' related task: tell me who is apj abdul kalam
12401,2025-08-03T06:08:06.934226,get_info_subject,Information on Einstein,Executing 'get_info_subject' related task: information on einstein
12341,2025-08-03T06:08:06.934039,get_info_subject,Who invented the telephone?,Executing 'get_info_subject' related task: who invented the telephone?
12334,2025-08-03T06:08:06.934007,get_info_subject,Tell me the story of Ramayana,Executing 'get_info_subject' related task: tell me the story of ramayana
12366,2025-08-03T06:08:06.934129,get_info_subject,Who invented the telephone?,Executing 'get_info_subject' related task: who invented the telephone?
12167,2025-08-03T05:52:48.532007,get_info_subject,Information about Einstein,Executing 'get_info_subject' related task: information about einstein
12307,2025-08-03T06:08:06.933917,get_info_subject,What is global warming?,Executing 'get_info_subject' related task: what is global warming?
12170,2025-08-03T05:52:48.532015,get_info_subject,Information about Einstein,Executing 'get_info_subject' related task: information about einstein
12369,2025-08-03T06:08:06.934138,get_info_subject,Who invented the telephone?,Executing 'get_info_subject' related task: who invented the telephone?
12288,2025-08-03T06:08:06.933843,get_info_subject,Who invented the telephone?,Executing 'get_info_subject' related task: who invented the telephone?
12290,2025-08-03T06:08:06.933850,get_info_subject,Explain the theory of relativity,Executing 'get_info_subject' related task: explain the theory of relativity
12348,2025-08-03T06:08:06.934059,get_info_subject,Give me info on the solar system,Executing 'get_info_subject' related task: give me info on the solar system
12351,2025-08-03T06:08:06.934068,get_info_subject,Tell me who is APJ Abdul Kalam,Executing 'get_info_subject' related task: tell me who is apj abdul kalam
12328,2025-08-03T06:08:06.933989,get_info_subject,Who invented the telephone?,Executing 'get_info_subject' related task: who invented the telephone?
12295,2025-08-03T06:08:06.933865,get_info_subject,What is global warming?,Executing 'get_info_subject' related task: what is global warming?
12374,2025-08-03T06:08:06.934153,get_info_subject,Tell me who is APJ Abdul Kalam,Executing 'get_info_subject' related task: tell me who is apj abdul kalam
12169,2025-08-03T05:52:48.532012,get_info_subject,Get info on the sun,Executing 'get_info_subject' related task: get info on the sun
12379,2025-08-03T06:08:06.934166,get_info_subject,Who is the president of India?,Executing 'get_info_subject' related task: who is the president of india?
12306,2025-08-03T06:08:06.933913,get_info_subject,Information on Einstein,Executing 'get_info_subject' related task: information on einstein
12178,2025-08-03T05:52:48.532035,get_info_subject,Information about Einstein,Executing 'get_info_subject' related task: information about einstein
12310,2025-08-03T06:08:06.933931,get_info_subject,Give me info on the solar system,Executing 'get_info_subject' related task: give me info on the solar system
12389,2025-08-03T06:08:06.934193,get_info_subject,Tell me who is APJ Abdul Kalam,Executing 'get_info_subject' related task: tell me who is apj abdul kalam
12313,2025-08-03T06:08:06.933945,get_info_subject,Tell me the story of Ramayana,Executing 'get_info_subject' related task: tell me the story of ramayana
12401,2025-08-03T06:08:06.934226,get_info_subject,Information on Einstein,Executing 'get_info_subject' related task: information on einstein
12368,2025-08-03T06:08:06.934135,get_info_subject,Who is the president of India?,Executing 'get_info_subject' related task: who is the president of india?
12303,2025-08-03T06:08:06.933889,get_info_subject,Tell me who is APJ Abdul Kalam,Executing 'get_info_subject' related task: tell me who is apj abdul kalam
12341,2025-08-03T06:08:06.934039,get_info_subject,Who invented the telephone?,Executing 'get_info_subject' related task: who invented the telephone?
12398,2025-08-03T06:08:06.934218,get_info_subject,Information on Einstein,Executing 'get_info_subject' related task: information on einstein
12322,2025-08-03T06:08:06.933971,get_info_subject,Who invented the telephone?,Executing 'get_info_subject' related task: who invented the telephone?
12331,2025-08-03T06:08:06.933998,get_info_subject,Give me info on the solar system,Executing 'get_info_subject' related task: give me info on the solar system
12359,2025-08-03T06:08:06.934107,get_info_subject,Give me info on the solar system,Executing 'get_info_subject' related task: give me info on the solar system
12294,2025-08-03T06:08:06.933862,get_info_subject,Explain machine learning,Executing 'get_info_subject' related task: explain machine learning
12306,2025-08-03T06:08:06.933913,get_info_subject,Information on Einstein,Executing 'get_info_subject' related task: information on einstein
12354,2025-08-03T06:08:06.934081,get_info_subject,Tell me who is APJ Abdul Kalam,Executing 'get_info_subject' related task: tell me who is apj abdul kalam
12338,2025-08-03T06:08:06.934030,get_info_subject,Information on Einstein,Executing 'get_info_subject' related task: information on einstein
12196,2025-08-03T05:52:48.532080,get_info_subject,Get info on the sun,Executing 'get_info_subject' related task: get info on the sun
12335,2025-08-03T06:08:06.934010,get_info_subject,Who invented the telephone?,Executing 'get_info_subject' related task: who invented the telephone?
12347,2025-08-03T06:08:06.934057,get_info_subject,Who invented the telephone?,Executing 'get_info_subject' related task: who invented the telephone?
12308,2025-08-03T06:08:06.933922,get_info_subject,Who invented the telephone?,Executing 'get_info_subject' related task: who invented the telephone?
12335,2025-08-03T06:08:06.934010,get_info_subject,Who invented the telephone?,Executing 'get_info_subject' related task: who invented the telephone?
12196,2025-08-03T05:52:48.532080,get_info_subject,Get info on the sun,Executing 'get_info_subject' related task: get info on the sun
12362,2025-08-03T06:08:06.934117,get_info_subject,What is global warming?,Executing 'get_info_subject' related task: what is global warming?
12307,2025-08-03T06:08:06.933917,get_info_subject,What is global warming?,Executing 'get_info_subject' related task: what is global warming?
12337,2025-08-03T06:08:06.934027,get_info_subject,Tell me about gravity,Executing 'get_info_subject' related task: tell me about gravity
12389,2025-08-03T06:08:06.934193,get_info_subject,Tell me who is APJ Abdul Kalam,Executing 'get_info_subject' related task: tell me who is apj abdul kalam
12195,2025-08-03T05:52:48.532078,get_info_subject,Information about Einstein,Executing 'get_info_subject' related task: information about einstein
12388,2025-08-03T06:08:06.934191,get_info_subject,Tell me about gravity,Executing 'get_info_subject' related task: tell me about gravity
12394,2025-08-03T06:08:06.934207,get_info_subject,Explain the theory of relativity,Executing 'get_info_subject' related task: explain the theory of relativity
12401,2025-08-03T06:08:06.934226,get_info_subject,Information on Einstein,Executing 'get_info_subject' related task: information on einstein
12330,2025-08-03T06:08:06.933995,get_info_subject,What is global warming?,Executing 'get_info_subject' related task: what is global warming?
12183,2025-08-03T05:52:48.532048,get_info_subject,Get info on the sun,Executing 'get_info_subject' related task: get info on the sun
12340,2025-08-03T06:08:06.934036,get_info_subject,Who is the president of India?,Executing 'get_info_subject' related task: who is the president of india?
12325,2025-08-03T06:08:06.933981,get_info_subject,What is global warming?,Executing 'get_info_subject' related task: what is global warming?
12290,2025-08-03T06:08:06.933850,get_info_subject,Explain the theory of relativity,Executing 'get_info_subject' related task: explain the theory of relativity
12172,2025-08-03T05:52:48.532020,get_info_subject,Information about Einstein,Executing 'get_info_subject' related task: information about einstein
12309,2025-08-03T06:08:06.933926,get_info_subject,What is global warming?,Executing 'get_info_subject' related task: what is global warming?
12382,2025-08-03T06:08:06.934175,get_info_subject,Who invented the telephone?,Executing 'get_info_subject' related task: who invented the telephone?
12299,2025-08-03T06:08:06.933876,get_info_subject,Who invented the telephone?,Executing 'get_info_subject' related task: who invented the telephone?
12371,2025-08-03T06:08:06.934143,get_info_subject,Who is the president of India?,Executing 'get_info_subject' related task: who is the president of india?
12367,2025-08-03T06:08:06.934132,get_info_subject,Give me info on the solar system,Executing 'get_info_subject' related task: give me info on the solar system
12336,2025-08-03T06:08:06.934024,get_info_subject,Tell me about gravity,Executing 'get_info_subject' related task: tell me about gravity
12351,2025-08-03T06:08:06.934068,get_info_subject,Tell me who is APJ Abdul Kalam,Executing 'get_info_subject' related task: tell me who is apj abdul kalam
12374,2025-08-03T06:08:06.934153,get_info_subject,Tell me who is APJ Abdul Kalam,Executing 'get_info_subject' related task: tell me who is apj abdul kalam
12400,2025-08-03T06:08:06.934223,get_info_subject,Give me info on the solar system,Executing 'get_info_subject' related task: give me info on the solar system
12174,2025-08-03T05:52:48.532025,get_info_subject,Tell me about gravity,Executing 'get_info_subject' related task: tell me about gravity
12388,2025-08-03T06:08:06.934191,get_info_subject,Tell me about gravity,Executing 'get_info_subject' related task: tell me about gravity
12360,2025-08-03T06:08:06.934111,get_info_subject,Explain the theory of relativity,Executing 'get_info_subject' related task: explain the theory of relativity
12388,2025-08-03T06:08:06.934191,get_info_subject,Tell me about gravity,Executing 'get_info_subject' related task: tell me about gravity
12191,2025-08-03T05:52:48.532068,get_info_subject,Information about Einstein,Executing 'get_info_subject' related task: information about einstein
12352,2025-08-03T06:08:06.934071,get_info_subject,What is global warming?,Executing 'get_info_subject' related task: what is global warming?
12349,2025-08-03T06:08:06.934062,get_info_subject,What is global warming?,Executing 'get_info_subject' related task: what is global warming?
12317,2025-08-03T06:08:06.933957,get_info_subject,Who is the president of India?,Executing 'get_info_subject' related task: who is the president of india?
12378,2025-08-03T06:08:06.934163,get_info_subject,Tell me who is APJ Abdul Kalam,Executing 'get_info_subject' related task: tell me who is apj abdul kalam
12307,2025-08-03T06:08:06.933917,get_info_subject,What is global warming?,Executing 'get_info_subject' related task: what is global warming?
12403,2025-08-03T06:08:06.934231,get_info_subject,Who is the president of India?,Executing 'get_info_subject' related task: who is the president of india?
12187,2025-08-03T05:52:48.532058,get_info_subject,Tell me about gravity,Executing 'get_info_subject' related task: tell me about gravity
12171,2025-08-03T05:52:48.532017,get_info_subject,Information about Einstein,Executing 'get_info_subject' related task: information about einstein
12348,2025-08-03T06:08:06.934059,get_info_subject,Give me info on the solar system,Executing 'get_info_subject' related task: give me info on the solar system
12317,2025-08-03T06:08:06.933957,get_info_subject,Who is the president of India?,Executing 'get_info_subject' related task: who is the president of india?
12188,2025-08-03T05:52:48.532061,get_info_subject,Get info on the sun,Executing 'get_info_subject' related task: get info on the sun
12405,2025-08-03T06:08:06.934236,get_info_subject,Information on Einstein,Executing 'get_info_subject' related task: information on einstein
12326,2025-08-03T06:08:06.933984,get_info_subject,Give me info on the solar system,Executing 'get_info_subject' related task: give me info on the solar system
12167,2025-08-03T05:52:48.532007,get_info_subject,Information about Einstein,Executing 'get_info_subject' related task: information about einstein
12389,2025-08-03T06:08:06.934193,get_info_subject,Tell me who is APJ Abdul Kalam,Executing 'get_info_subject' related task: tell me who is apj abdul kalam
12178,2025-08-03T05:52:48.532035,get_info_subject,Information about Einstein,Executing 'get_info_subject' related task: information about einstein
12346,2025-08-03T06:08:06.934054,get_info_subject,Explain the theory of relativity,Executing 'get_info_subject' related task: explain the theory of relativity
12302,2025-08-03T06:08:06.933886,get_info_subject,Tell me the story of Ramayana,Executing 'get_info_subject' related task: tell me the story of ramayana
12290,2025-08-03T06:08:06.933850,get_info_subject,Explain the theory of relativity,Executing 'get_info_subject' related task: explain the theory of relativity
12334,2025-08-03T06:08:06.934007,get_info_subject,Tell me the story of Ramayana,Executing 'get_info_subject' related task: tell me the story of ramayana
12301,2025-08-03T06:08:06.933883,get_info_subject,Who invented the telephone?,Executing 'get_info_subject' related task: who invented the telephone?
12329,2025-08-03T06:08:06.933992,get_info_subject,Tell me about gravity,Executing 'get_info_subject' related task: tell me about gravity
12192,2025-08-03T05:52:48.532071,get_info_subject,Get info on the sun,Executing 'get_info_subject' related task: get info on the sun
12303,2025-08-03T06:08:06.933889,get_info_subject,Tell me who is APJ Abdul Kalam,Executing 'get_info_subject' related task: tell me who is apj abdul kalam
12377,2025-08-03T06:08:06.934161,get_info_subject,Explain machine learning,Executing 'get_info_subject' related task: explain machine learning
12312,2025-08-03T06:08:06.933940,get_info_subject,What is global warming?,Executing 'get_info_subject' related task: what is global warming?
12350,2025-08-03T06:08:06.934065,get_info_subject,Information on Einstein,Executing 'get_info_subject' related task: information on einstein
12363,2025-08-03T06:08:06.934120,get_info_subject,What is global warming?,Executing 'get_info_subject' related task: what is global warming?
12319,2025-08-03T06:08:06.933963,get_info_subject,Who invented the telephone?,Executing 'get_info_subject' related task: who invented the telephone?
12304,2025-08-03T06:08:06.933892,get_info_subject,Tell me about gravity,Executing 'get_info_subject' related task: tell me about gravity
12317,2025-08-03T06:08:06.933957,get_info_subject,Who is the president of India?,Executing 'get_info_subject' related task: who is the president of india?
12337,2025-08-03T06:08:06.934027,get_info_subject,Tell me about gravity,Executing 'get_info_subject' related task: tell me about gravity
12192,2025-08-03T05:52:48.532071,get_info_subject,Get info on the sun,Executing 'get_info_subject' related task: get info on the sun
12292,2025-08-03T06:08:06.933855,get_info_subject,Information on Einstein,Executing 'get_info_subject' related task: information on einstein
12167,2025-08-03T05:52:48.532007,get_info_subject,Information about Einstein,Executing 'get_info_subject' related task: information about einstein
12174,2025-08-03T05:52:48.532025,get_info_subject,Tell me about gravity,Executing 'get_info_subject' related task: tell me about gravity
12369,2025-08-03T06:08:06.934138,get_info_subject,Who invented the telephone?,Executing 'get_info_subject' related task: who invented the telephone?
12355,2025-08-03T06:08:06.934087,get_info_subject,Tell me the story of Ramayana,Executing 'get_info_subject' related task: tell me the story of ramayana
12303,2025-08-03T06:08:06.933889,get_info_subject,Tell me who is APJ Abdul Kalam,Executing 'get_info_subject' related task: tell me who is apj abdul kalam
12383,2025-08-03T06:08:06.934177,get_info_subject,Information on Einstein,Executing 'get_info_subject' related task: information on einstein
12312,2025-08-03T06:08:06.933940,get_info_subject,What is global warming?,Executing 'get_info_subject' related task: what is global warming?
12180,2025-08-03T05:52:48.532040,get_info_subject,Get info on the sun,Executing 'get_info_subject' related task: get info on the sun
12194,2025-08-03T05:52:48.532075,get_info_subject,Tell me about gravity,Executing 'get_info_subject' related task: tell me about gravity
12334,2025-08-03T06:08:06.934007,get_info_subject,Tell me the story of Ramayana,Executing 'get_info_subject' related task: tell me the story of ramayana
12386,2025-08-03T06:08:06.934185,get_info_subject,Who is the president of India?,Executing 'get_info_subject' related task: who is the president of india?
12365,2025-08-03T06:08:06.934126,get_info_subject,Tell me about gravity,Executing 'get_info_subject' related task: tell me about gravity
12180,2025-08-03T05:52:48.532040,get_info_subject,Get info on the sun,Executing 'get_info_subject' related task: get info on the sun
12312,2025-08-03T06:08:06.933940,get_info_subject,What is global warming?,Executing 'get_info_subject' related task: what is global warming?
12371,2025-08-03T06:08:06.934143,get_info_subject,Who is the president of India?,Executing 'get_info_subject' related task: who is the president of india?
12173,2025-08-03T05:52:48.532022,get_info_subject,Get info on the sun,Executing 'get_info_subject' related task: get info on the sun
12169,2025-08-03T05:52:48.532012,get_info_subject,Get info on the sun,Executing 'get_info_subject' related task: get info on the sun
12367,2025-08-03T06:08:06.934132,get_info_subject,Give me info on the solar system,Executing 'get_info_subject' related task: give me info on the solar system
12363,2025-08-03T06:08:06.934120,get_info_subject,What is global warming?,Executing 'get_info_subject' related task: what is global warming?
12184,2025-08-03T05:52:48.532051,get_info_subject,Information about Einstein,Executing 'get_info_subject' related task: information about einstein
12294,2025-08-03T06:08:06.933862,get_info_subject,Explain machine learning,Executing 'get_info_subject' related task: explain machine learning
12371,2025-08-03T06:08:06.934143,get_info_subject,Who is the president of India?,Executing 'get_info_subject' related task: who is the president of india?
12181,2025-08-03T05:52:48.532043,get_info_subject,Tell me about gravity,Executing 'get_info_subject' related task: tell me about gravity
12375,2025-08-03T06:08:06.934156,get_info_subject,Explain machine learning,Executing 'get_info_subject' related task: explain machine learning
12194,2025-08-03T05:52:48.532075,get_info_subject,Tell me about gravity,Executing 'get_info_subject' related task: tell me about gravity
12295,2025-08-03T06:08:06.933865,get_info_subject,What is global warming?,Executing 'get_info_subject' related task: what is global warming?
12183,2025-08-03T05:52:48.532048,get_info_subject,Get info on the sun,Executing 'get_info_subject' related task: get info on the sun
12342,2025-08-03T06:08:06.934042,get_info_subject,Tell me about gravity,Executing 'get_info_subject' related task: tell me about gravity
12382,2025-08-03T06:08:06.934175,get_info_subject,Who invented the telephone?,Executing 'get_info_subject' related task: who invented the telephone?
12300,2025-08-03T06:08:06.933880,get_info_subject,Tell me who is APJ Abdul Kalam,Executing 'get_info_subject' related task: tell me who is apj abdul kalam
12191,2025-08-03T05:52:48.532068,get_info_subject,Information about Einstein,Executing 'get_info_subject' related task: information about einstein
12401,2025-08-03T06:08:06.934226,get_info_subject,Information on Einstein,Executing 'get_info_subject' related task: information on einstein
12179,2025-08-03T05:52:48.532037,get_info_subject,Tell me about gravity,Executing 'get_info_subject' related task: tell me about gravity
12191,2025-08-03T05:52:48.532068,get_info_subject,Information about Einstein,Executing 'get_info_subject' related task: information about einstein
12324,2025-08-03T06:08:06.933978,get_info_subject,Tell me the story of Ramayana,Executing 'get_info_subject' related task: tell me the story of ramayana
12394,2025-08-03T06:08:06.934207,get_info_subject,Explain the theory of relativity,Executing 'get_info_subject' related task: explain the theory of relativity
12323,2025-08-03T06:08:06.933974,get_info_subject,Tell me who is APJ Abdul Kalam,Executing 'get_info_subject' related task: tell me who is apj abdul kalam
12365,2025-08-03T06:08:06.934126,get_info_subject,Tell me about gravity,Executing 'get_info_subject' related task: tell me about gravity
12402,2025-08-03T06:08:06.934229,get_info_subject,Who is the president of India?,Executing 'get_info_subject' related task: who is the president of india?
12367,2025-08-03T06:08:06.934132,get_info_subject,Give me info on the solar system,Executing 'get_info_subject' related task: give me info on the solar system
12367,2025-08-03T06:08:06.934132,get_info_subject,Give me info on the solar system,Executing 'get_info_subject' related task: give me info on the solar system
12290,2025-08-03T06:08:06.933850,get_info_subject,Explain the theory of relativity,Executing 'get_info_subject' related task: explain the theory of relativity
12367,2025-08-03T06:08:06.934132,get_info_subject,Give me info on the solar system,Executing 'get_info_subject' related task: give me info on the solar system
12174,2025-08-03T05:52:48.532025,get_info_subject,Tell me about gravity,Executing 'get_info_subject' related task: tell me about gravity
12369,2025-08-03T06:08:06.934138,get_info_subject,Who invented the telephone?,Executing 'get_info_subject' related task: who invented the telephone?
12339,2025-08-03T06:08:06.934033,get_info_subject,Tell me who is APJ Abdul Kalam,Executing 'get_info_subject' related task: tell me who is apj abdul kalam
12298,2025-08-03T06:08:06.933873,get_info_subject,What is global warming?,Executing 'get_info_subject' related task: what is global warming?
12357,2025-08-03T06:08:06.934097,get_info_subject,Tell me the story of Ramayana,Executing 'get_info_subject' related task: tell me the story of ramayana
12172,2025-08-03T05:52:48.532020,get_info_subject,Information about Einstein,Executing 'get_info_subject' related task: information about einstein
12192,2025-08-03T05:52:48.532071,get_info_subject,Get info on the sun,Executing 'get_info_subject' related task: get info on the sun
12320,2025-08-03T06:08:06.933966,get_info_subject,What is global warming?,Executing 'get_info_subject' related task: what is global warming?
12315,2025-08-03T06:08:06.933952,get_info_subject,Explain the theory of relativity,Executing 'get_info_subject' related task: explain the theory of relativity
12365,2025-08-03T06:08:06.934126,get_info_subject,Tell me about gravity,Executing 'get_info_subject' related task: tell me about gravity
12377,2025-08-03T06:08:06.934161,get_info_subject,Explain machine learning,Executing 'get_info_subject' related task: explain machine learning
12289,2025-08-03T06:08:06.933847,get_info_subject,Tell me who is APJ Abdul Kalam,Executing 'get_info_subject' related task: tell me who is apj abdul kalam
12406,2025-08-03T06:08:06.934239,get_info_subject,Who invented the telephone?,Executing 'get_info_subject' related task: who invented the telephone?
12187,2025-08-03T05:52:48.532058,get_info_subject,Tell me about gravity,Executing 'get_info_subject' related task: tell me about gravity
12326,2025-08-03T06:08:06.933984,get_info_subject,Give me info on the solar system,Executing 'get_info_subject' related task: give me info on the solar system
12368,2025-08-03T06:08:06.934135,get_info_subject,Who is the president of India?,Executing 'get_info_subject' related task: who is the president of india?
12170,2025-08-03T05:52:48.532015,get_info_subject,Information about Einstein,Executing 'get_info_subject' related task: information about einstein
12350,2025-08-03T06:08:06.934065,get_info_subject,Information on Einstein,Executing 'get_info_subject' related task: information on einstein
12331,2025-08-03T06:08:06.933998,get_info_subject,Give me info on the solar system,Executing 'get_info_subject' related task: give me info on the solar system
12318,2025-08-03T06:08:06.933960,get_info_subject,What is global warming?,Executing 'get_info_subject' related task: what is global warming?
12350,2025-08-03T06:08:06.934065,get_info_subject,Information on Einstein,Executing 'get_info_subject' related task: information on einstein
12351,2025-08-03T06:08:06.934068,get_info_subject,Tell me who is APJ Abdul Kalam,Executing 'get_info_subject' related task: tell me who is apj abdul kalam
12311,2025-08-03T06:08:06.933935,get_info_subject,Explain machine learning,Executing 'get_info_subject' related task: explain machine learning
12393,2025-08-03T06:08:06.934204,get_info_subject,Who is the president of India?,Executing 'get_info_subject' related task: who is the president of india?
12387,2025-08-03T06:08:06.934188,get_info_subject,Information on Einstein,Executing 'get_info_subject' related task: information on einstein
12287,2025-08-03T06:08:06.933827,get_info_subject,Information on Einstein,Executing 'get_info_subject' related task: information on einstein
12296,2025-08-03T06:08:06.933867,get_info_subject,Information on Einstein,Executing 'get_info_subject' related task: information on einstein
12292,2025-08-03T06:08:06.933855,get_info_subject,Information on Einstein,Executing 'get_info_subject' related task: information on einstein
12172,2025-08-03T05:52:48.532020,get_info_subject,Information about Einstein,Executing 'get_info_subject' related task: information about einstein
12322,2025-08-03T06:08:06.933971,get_info_subject,Who invented the telephone?,Executing 'get_info_subject' related task: who invented the telephone?
12331,2025-08-03T06:08:06.933998,get_info_subject,Give me info on the solar system,Executing 'get_info_subject' related task: give me info on the solar system
12170,2025-08-03T05:52:48.532015,get_info_subject,Information about Einstein,Executing 'get_info_subject' related task: information about einstein
12335,2025-08-03T06:08:06.934010,get_info_subject,Who invented the telephone?,Executing 'get_info_subject' related task: who invented the telephone?
12390,2025-08-03T06:08:06.934196,get_info_subject,Who is the president of India?,Executing 'get_info_subject' related task: who is the president of india?
12374,2025-08-03T06:08:06.934153,get_info_subject,Tell me who is APJ Abdul Kalam,Executing 'get_info_subject' related task: tell me who is apj abdul kalam
12369,2025-08-03T06:08:06.934138,get_info_subject,Who invented the telephone?,Executing 'get_info_subject' related task: who invented the telephone?
12350,2025-08-03T06:08:06.934065,get_info_subject,Information on Einstein,Executing 'get_info_subject' related task: information on einstein
12318,2025-08-03T06:08:06.933960,get_info_subject,What is global warming?,Executing 'get_info_subject' related task: what is global warming?
12335,2025-08-03T06:08:06.934010,get_info_subject,Who invented the telephone?,Executing 'get_info_subject' related task: who invented the telephone?
10645,2025-08-03T05:52:35.999229,gratitude,Thanks,Executing 'gratitude' related task: thanks
10594,2025-08-03T05:52:35.998906,gratitude,Thanks,Executing 'gratitude' related task: thanks
10635,2025-08-03T05:52:35.999167,gratitude,Much appreciated,Executing 'gratitude' related task: much appreciated
10557,2025-08-03T05:52:35.998809,gratitude,Much appreciated,Executing 'gratitude' related task: much appreciated
10649,2025-08-03T05:52:35.999240,gratitude,You're the best,Executing 'gratitude' related task: you're the best
10614,2025-08-03T05:52:35.999092,gratitude,Cheers!,Executing 'gratitude' related task: cheers!
10603,2025-08-03T05:52:35.999059,gratitude,Much appreciated,Executing 'gratitude' related task: much appreciated
10563,2025-08-03T05:52:35.998824,gratitude,Much appreciated,Executing 'gratitude' related task: much appreciated
10645,2025-08-03T05:52:35.999229,gratitude,Thanks,Executing 'gratitude' related task: thanks
10664,2025-08-03T05:52:35.999279,gratitude,You're the best,Executing 'gratitude' related task: you're the best
10625,2025-08-03T05:52:35.999133,gratitude,Thank you so much,Executing 'gratitude' related task: thank you so much
10629,2025-08-03T05:52:35.999144,gratitude,Cheers!,Executing 'gratitude' related task: cheers!
10617,2025-08-03T05:52:35.999104,gratitude,You're the best,Executing 'gratitude' related task: you're the best
10617,2025-08-03T05:52:35.999104,gratitude,You're the best,Executing 'gratitude' related task: you're the best
10630,2025-08-03T05:52:35.999148,gratitude,Much appreciated,Executing 'gratitude' related task: much appreciated
