id,timestamp,intent,user_utterance,assistant_response,language,locale,channel,device,entities,slots,sentiment,context,action,confirmation_required,follow_up_required,paraphrase_group
6249,2025-08-03T02:53:24.849997,news,Give me news about technology.,Executing 'news' related task: give me news about technology.,en,en-US,voice,phone,{},{},neutral,idle,get_news,False,False,3d5eb536-793a-4c75-b869-02c46033d009
9555,2025-08-03T02:53:24.873223,joke,Say something funny.,Executing 'joke' related task: say something funny.,en,en-US,voice,phone,{},{},neutral,idle,tell_joke,False,False,50885f62-5acf-4ba1-aa62-540d5243e054
10841,2025-08-03T05:52:35.997524,clarification,Can you repeat that?,Executing 'clarification' related task: can you repeat that?,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,3517e9c1-41e7-4726-beef-0094448b3c8b
13141,2025-08-03T06:08:06.936700,search_google,Find 'top colleges' using Google,Executing 'search_google' related task: find 'top colleges' using google,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,73886cf6-5c17-4ffd-81b9-bd8959418841
9448,2025-08-03T02:53:24.872030,search,Search for Python tutorials.,Executing 'search' related task: search for python tutorials.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,9d7c9db5-b30b-4a2d-8191-f7e57e5f3c2b
8971,2025-08-03T02:53:24.868719,navigate,Give me directions to the airport.,Executing 'navigate' related task: give me directions to the airport.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,37041bbf-1082-49f2-9a01-bbabf3a12a19
6400,2025-08-03T02:53:24.851062,email,Check my inbox.,Executing 'email' related task: check my inbox.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,8c3d7230-7ae7-4486-a407-f6573abdd77f
7875,2025-08-03T02:53:24.860959,reminder,Set a reminder for my meeting tomorrow.,Executing 'reminder' related task: set a reminder for my meeting tomorrow.,en,en-US,voice,phone,{},{},neutral,idle,create_reminder,False,False,a4593d0f-68f6-4f28-9235-ea0c7787db20
12165,2025-08-03T05:52:36.002903,chitchat,What's your favorite color?,Executing 'chitchat' related task: what's your favorite color?,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,937ca331-3b40-4d3c-8149-2dac6b0e5334
1184,2025-08-03T02:53:24.819281,alarm,Cancel all alarms.,Executing 'alarm' related task: cancel all alarms.,en,en-US,voice,phone,{},{},neutral,idle,set_alarm,False,False,36fea12e-4127-493a-83dc-a309c5994455
5567,2025-08-03T02:53:24.845174,translation,What’s 'thank you' in Japanese?,Executing 'translate' related task: what’s 'thank you' in japanese?,en,en-US,voice,phone,{},{},neutral,idle,translate_text,False,False,3bf46d7c-23c1-4744-b302-7dd1e8f26dfd
2862,2025-08-03T02:53:24.827482,weather,Give me the forecast for next week.,Executing 'weather' related task: give me the forecast for next week.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,928fd5bc-41c3-4f09-9c52-446a8d65fd5e
5062,2025-08-03T02:53:24.841885,weather,What's the weather like today?,Executing 'weather' related task: what's the weather like today?,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,04e9dca3-2e92-48f1-bd14-cd284450bd0f
5917,2025-08-03T02:53:24.847631,calendar,Do I have any events tomorrow?,Executing 'calendar' related task: do i have any events tomorrow?,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,21a457d0-9482-4d38-8528-6c2cfcefcb76
3752,2025-08-03T02:53:24.833123,news,Show me sports headlines.,Executing 'news' related task: show me sports headlines.,en,en-US,voice,phone,{},{},neutral,idle,get_news,False,False,11aff234-0907-4777-a41d-9cc48ba721b7
2109,2025-08-03T02:53:24.823081,search,Look up the Eiffel Tower.,Executing 'search' related task: look up the eiffel tower.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,da835c6f-27c2-49a2-abcb-b4431d72d6f2
13052,2025-08-03T06:08:06.936013,search_google,Google this for me: best smartphone,Executing 'search_google' related task: google this for me: best smartphone,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,154b5168-63a9-425b-bfed-735424bc945e
8240,2025-08-03T02:53:24.863548,recipe,Show me a recipe for pasta.,Executing 'recipe' related task: show me a recipe for pasta.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,313e3a88-14e5-4208-aa94-cef73b083de7
6393,2025-08-03T02:53:24.851014,alarm,Set an alarm for 7 AM.,Executing 'alarm' related task: set an alarm for 7 am.,en,en-US,voice,phone,{},{},neutral,idle,set_alarm,False,False,a39efcd3-7652-4a42-9042-d28b74a4b12a
12591,2025-08-03T05:52:48.531755,open_wikipedia,Open Wikipedia,Executing 'open_wikipedia' related task: open wikipedia,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,0b669cc0-1ce9-442f-8f0b-803b000c96bf
5372,2025-08-03T02:53:24.843803,call,Call Sarah.,Executing 'call' related task: call sarah.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,9e924fcc-60e8-4bcf-ad34-feed0d743cf3
4120,2025-08-03T02:53:24.835572,reminder,Remind me to call mom at 5 PM.,Executing 'reminder' related task: remind me to call mom at 5 pm.,en,en-US,voice,phone,{},{},neutral,idle,create_reminder,False,False,3ba5e0d5-98e9-4c2f-b378-f12b43e29743
9264,2025-08-03T02:53:24.870762,call,Make a video call to mom.,Executing 'call' related task: make a video call to mom.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,e293e9a2-f804-4f46-b0d4-71d24fbda468
9995,2025-08-03T02:53:24.875281,time,What time is it?,Executing 'time' related task: what time is it?,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,151c1802-e0c0-42ad-9b36-856dcf63f8ca
8342,2025-08-03T02:53:24.864275,email,Draft a reply to that email.,Executing 'email' related task: draft a reply to that email.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,d46a8565-2254-4382-bc4d-1469881dee4b
4437,2025-08-03T02:53:24.836996,translation,Translate this sentence to French.,Executing 'translate' related task: translate this sentence to french.,en,en-US,voice,phone,{},{},neutral,idle,translate_text,False,False,4821b3b3-c76f-4460-b62a-b27cf019bf35
11446,2025-08-03T05:52:36.000360,audiobook,Play an audiobook,Executing 'audiobook' related task: play an audiobook,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,92861f60-edb3-4435-8b2c-4de09ee34a56
6187,2025-08-03T02:53:24.849573,weather,What's the weather like today?,Executing 'weather' related task: what's the weather like today?,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,ad813f61-cb57-480e-9952-a8d22c6518b9
6007,2025-08-03T02:53:24.848259,call,Redial the last number.,Executing 'call' related task: redial the last number.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,251f2286-5071-4103-81bc-302df173c61d
11290,2025-08-03T05:52:35.999750,recommendations,Give me a suggestion,Executing 'recommendations' related task: give me a suggestion,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,c3072757-91d9-49e8-bbad-02a9c2b58062
6316,2025-08-03T02:53:24.850480,joke,Say something funny.,Executing 'joke' related task: say something funny.,en,en-US,voice,phone,{},{},neutral,idle,tell_joke,False,False,bb33368a-040c-457f-8063-085b220490b4
12006,2025-08-03T05:52:36.002323,notes,Save a quick note,Executing 'notes' related task: save a quick note,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,5176625a-fd64-4d5b-a31b-ca70bfa18f89
11365,2025-08-03T05:52:36.000043,games,Launch a game,Executing 'games' related task: launch a game,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,2cea7057-39ee-4b9e-bf9f-fd223ebf6c31
12223,2025-08-03T05:52:36.003182,chitchat,Are you a robot?,Executing 'chitchat' related task: are you a robot?,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,5907a19a-24d0-488c-b4ce-55356d20bc88
5814,2025-08-03T02:53:24.846917,email,Send an email to John.,Executing 'email' related task: send an email to john.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,30d03bcb-8125-41a5-8824-738c72303235
3220,2025-08-03T02:53:24.829821,weather,What's the weather like today?,Executing 'weather' related task: what's the weather like today?,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,78af1cc2-54e9-4fb9-a9ee-c9bcfaa38019
10791,2025-08-03T05:52:35.997388,translation,How do you say hello in German?,Executing 'translation' related task: how do you say hello in german?,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,7ed45fa4-7f27-4c9a-bf34-f10a2f06edf2
2187,2025-08-03T02:53:24.823374,calendar,What's on my calendar today?,Executing 'calendar' related task: what's on my calendar today?,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,53cda273-c679-48a1-978e-c82cf3ef775e
12385,2025-08-03T05:52:48.530184,fallback,blargle,Executing 'fallback' related task: blargle,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,e27f0c54-df05-4569-9d22-9dd313569e79
9936,2025-08-03T02:53:24.874993,time,How late is it now?,Executing 'time' related task: how late is it now?,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,71d8faf9-7c36-4847-9eb0-0948890b0d8b
7408,2025-08-03T02:53:24.857864,navigate,Navigate to the nearest gas station.,Executing 'navigate' related task: navigate to the nearest gas station.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,9e12420d-13da-4266-853c-857f41071ef3
1194,2025-08-03T02:53:24.819316,translation,Translate this sentence to French.,Executing 'translate' related task: translate this sentence to french.,en,en-US,voice,phone,{},{},neutral,idle,translate_text,False,False,6c429ce4-4b6b-4f1d-ab3b-41e1c823b197
46,2025-08-01T09:46:00,call,Handle intent: call.,call,hi,hi-IN,voice,phone,{},{},positive,at_work,call,False,False,7ffadb7d-06ea-410d-bc95-409c2e5f811d
4251,2025-08-03T02:53:24.836229,messaging,Send a message to Mike.,Executing 'message' related task: send a message to mike.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,0ab988bd-297d-457e-a686-bae10d0467ab
11408,2025-08-03T05:52:36.000244,games,Let's play a game,Executing 'games' related task: let's play a game,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,93f2bd96-e74c-4a87-aac2-39aeb85cb869
977,2025-08-03T02:53:24.818429,call,Call Sarah.,Executing 'call' related task: call sarah.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,eac239d3-3fb6-4d7f-abf2-7de5b9b571f8
11059,2025-08-03T05:52:35.998801,gratitude,Thanks,Executing 'gratitude' related task: thanks,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,12ca67f1-f24a-41a2-9691-9925cab5f6a4
4014,2025-08-03T02:53:24.835004,reminder,Remind me to call mom at 5 PM.,Executing 'reminder' related task: remind me to call mom at 5 pm.,en,en-US,voice,phone,{},{},neutral,idle,create_reminder,False,False,2945d41f-79ea-4ebb-8d11-ec4283459f0e
1579,2025-08-03T02:53:24.820919,music,Pause the music.,Executing 'music' related task: pause the music.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,19423f93-f14d-4ad3-bef8-82be8bd352d9
8918,2025-08-03T02:53:24.868326,joke,Say something funny.,Executing 'joke' related task: say something funny.,en,en-US,voice,phone,{},{},neutral,idle,tell_joke,False,False,3ba30fbf-5d8c-4529-b73a-3434700af9e0
3470,2025-08-03T02:53:24.831339,recipe,Give me a vegetarian dinner idea.,Executing 'recipe' related task: give me a vegetarian dinner idea.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,2019db9d-6bd6-47e3-93b1-b91b44b12402
2964,2025-08-03T02:53:24.828081,time,How late is it now?,Executing 'time' related task: how late is it now?,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,326df6ec-f83a-498b-9af0-6ca1bac9b013
8777,2025-08-03T02:53:24.867332,alarm,Cancel all alarms.,Executing 'alarm' related task: cancel all alarms.,en,en-US,voice,phone,{},{},neutral,idle,set_alarm,False,False,a5bb33c8-ae38-44af-8e1b-8accda96f5b2
4683,2025-08-03T02:53:24.839271,messaging,Text Jessica I’ll be late.,Executing 'message' related task: text jessica i’ll be late.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,e436552d-207e-47ea-b2fc-afb45ec1be55
1585,2025-08-03T02:53:24.820939,time,What time is it?,Executing 'time' related task: what time is it?,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,43c34fd9-b9f7-4af6-a7d6-50ef8fd208d3
9619,2025-08-03T02:53:24.873591,joke,Make me laugh.,Executing 'joke' related task: make me laugh.,en,en-US,voice,phone,{},{},neutral,idle,tell_joke,False,False,1ad36318-3d50-4849-b8be-367aa0cde5b5
9664,2025-08-03T02:53:24.873802,email,Send an email to John.,Executing 'email' related task: send an email to john.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,422ce8c7-1fda-409c-9911-79149c14c6c0
12531,2025-08-03T05:52:48.531563,play_song_youtube,Play song on YouTube,Executing 'play_song_youtube' related task: play song on youtube,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,81397b2b-a865-49ca-9b93-298513d8f81c
4769,2025-08-03T02:53:24.839880,email,Check my inbox.,Executing 'email' related task: check my inbox.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,f14e4ac3-1ac6-43be-a200-8f4b5a53f6a0
8830,2025-08-03T02:53:24.867722,alarm,Wake me up at 6 tomorrow.,Executing 'alarm' related task: wake me up at 6 tomorrow.,en,en-US,voice,phone,{},{},neutral,idle,set_alarm,False,False,4a13a092-4101-4e75-8850-afe20b1d1030
1976,2025-08-03T02:53:24.822529,messaging,Text Jessica I’ll be late.,Executing 'message' related task: text jessica i’ll be late.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,e6d24d62-8056-4e9d-ae73-25e326885d60
11160,2025-08-03T05:52:35.999255,gratitude,You're the best,Executing 'gratitude' related task: you're the best,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,5294aa53-ba17-4512-b35c-9bb528f39b3d
4751,2025-08-03T02:53:24.839746,music,Pause the music.,Executing 'music' related task: pause the music.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,aef7ea4f-1f5a-4229-a711-b76a1f92c3e7
7683,2025-08-03T02:53:24.859622,joke,Tell me a joke.,Executing 'joke' related task: tell me a joke.,en,en-US,voice,phone,{},{},neutral,idle,tell_joke,False,False,df5f3180-e969-4498-b4b5-f233c4875b62
316,2025-08-01T14:16:00,reminder,Handle intent: reminder.,reminder,es,fr-FR,voice,phone,{},{},positive,at_home,reminder,False,False,40372a80-724d-49d5-8b40-235474b1cf39
11698,2025-08-03T05:52:36.001215,finance,Show recent transactions,Executing 'finance' related task: show recent transactions,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,81c9592c-e1b9-40db-9a9e-301323df0ff2
12965,2025-08-03T06:08:06.934404,play_song_youtube,Start Dilbar song on YouTube,Executing 'play_song_youtube' related task: start dilbar song on youtube,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,1182dfec-8d2a-49f4-b2a0-53e1093005cc
6351,2025-08-03T02:53:24.850720,search,Look up the Eiffel Tower.,Executing 'search' related task: look up the eiffel tower.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,203c4458-bc4f-466d-8570-9c15748bcf40
12432,2025-08-03T05:52:48.530348,fallback,say something cool,Executing 'fallback' related task: say something cool,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,0e51319d-eec9-4aef-8a20-d75eac1f7035
10636,2025-08-03T05:52:35.996846,messaging,Message mom I'm on my way,Executing 'messaging' related task: message mom i'm on my way,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,2345ecdd-d848-47cf-81cd-5c92a5612314
7278,2025-08-03T02:53:24.857093,messaging,Read my last message.,Executing 'message' related task: read my last message.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,c5dad318-88a5-4509-ae46-4c5490800cd3
2841,2025-08-03T02:53:24.827341,email,Send an email to John.,Executing 'email' related task: send an email to john.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,ba4f6886-e6b1-49d7-ae41-fa8a820b8d1c
1625,2025-08-03T02:53:24.821094,music,Play some jazz music.,Executing 'music' related task: play some jazz music.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,7006e564-348b-49b3-a87c-c84e382f6bf2
6978,2025-08-03T02:53:24.855112,messaging,Send a message to Mike.,Executing 'message' related task: send a message to mike.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,ce753dd4-a768-434b-a211-5aa3a7ab213e
11482,2025-08-03T05:52:36.000485,audiobook,Read me a story,Executing 'audiobook' related task: read me a story,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,4b7aacb7-0b9c-44c6-b26e-8c5bfd3bf73b
8721,2025-08-03T02:53:24.866949,navigate,Navigate to the nearest gas station.,Executing 'navigate' related task: navigate to the nearest gas station.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,81f315cb-ceb4-400d-8a08-89aa5ae58699
9916,2025-08-03T02:53:24.874922,translation,Translate this sentence to French.,Executing 'translate' related task: translate this sentence to french.,en,en-US,voice,phone,{},{},neutral,idle,translate_text,False,False,5a6795e4-1674-4e44-a972-7fa7fa3b722a
2316,2025-08-03T02:53:24.823895,calendar,Do I have any events tomorrow?,Executing 'calendar' related task: do i have any events tomorrow?,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,806cfd9a-013a-403c-8282-1cca8de901d9
3843,2025-08-03T02:53:24.833750,news,Show me sports headlines.,Executing 'news' related task: show me sports headlines.,en,en-US,voice,phone,{},{},neutral,idle,get_news,False,False,2747c2bb-25fe-48d7-a797-f9410ba73be7
8319,2025-08-03T02:53:24.864113,time,Tell me the time in New York.,Executing 'time' related task: tell me the time in new york.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,d522cafd-d37f-443e-85cb-56699b12bdf1
6142,2025-08-03T02:53:24.849250,recipe,How do you make pancakes?,Executing 'recipe' related task: how do you make pancakes?,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,c70628db-3510-4b51-92cb-3266b2732548
4085,2025-08-03T02:53:24.835357,search,Look up the Eiffel Tower.,Executing 'search' related task: look up the eiffel tower.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,8ab01f3f-a872-464e-a28d-2ca28f024c76
1072,2025-08-03T02:53:24.818812,reminder,Set a reminder for my meeting tomorrow.,Executing 'reminder' related task: set a reminder for my meeting tomorrow.,en,en-US,voice,phone,{},{},neutral,idle,create_reminder,False,False,36c20269-df83-4b56-9cd3-19bbf8c98ac3
7218,2025-08-03T02:53:24.856740,time,How late is it now?,Executing 'time' related task: how late is it now?,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,5d7a6ddc-644d-4b87-921d-3117fd70b81a
4005,2025-08-03T02:53:24.834952,email,Check my inbox.,Executing 'email' related task: check my inbox.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,5ca93e43-2386-457a-8fbd-bf35fac0272e
8388,2025-08-03T02:53:24.864595,call,Call Sarah.,Executing 'call' related task: call sarah.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,f8e9b2d5-85ba-4721-a232-5f1c0a4f4779
13393,2025-08-03T06:08:06.938782,email,Write an email to HR,Executing 'email' related task: write an email to hr,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,60c05fd0-97ca-4e50-98fb-46691a52962a
2405,2025-08-03T02:53:24.824239,translation,Translate 'hello' to Spanish.,Executing 'translate' related task: translate 'hello' to spanish.,en,en-US,voice,phone,{},{},neutral,idle,translate_text,False,False,47bda4fd-f449-4409-9d1e-e70036742090
11331,2025-08-03T05:52:35.999942,games,Start a quiz,Executing 'games' related task: start a quiz,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,7462bb8c-0272-4edf-a94b-f255fdb9d713
3036,2025-08-03T02:53:24.828546,email,Send an email to John.,Executing 'email' related task: send an email to john.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,a995a671-fb68-493f-99c6-7ce4f8f2e6ad
5532,2025-08-03T02:53:24.844930,recipe,Give me a vegetarian dinner idea.,Executing 'recipe' related task: give me a vegetarian dinner idea.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,71f33147-87b6-47f7-bbdc-6fa4c075d04d
410,2025-08-01T15:50:00,summarize_inbox,Handle intent: summarize inbox.,summarize_inbox,hi,hi-IN,text,watch,{},{},neutral,driving,summarize_inbox,False,False,684af334-8efa-4b9f-8d4e-433b5b5d2de9
9170,2025-08-03T02:53:24.870105,email,Check my inbox.,Executing 'email' related task: check my inbox.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,7be01487-9ac9-4820-8c87-beab7f924d52
38,2025-08-01T09:38:00,calculate,Calculate sqrt(196).,calculator,en,en-US,voice,smart_speaker,"{""expression"": ""sqrt(196)""}","{""expression"": ""sqrt(196)""}",neutral,at_home,calculator,False,False,a1837650-962d-426c-99c3-30734664a671
2287,2025-08-03T02:53:24.823767,email,Draft a reply to that email.,Executing 'email' related task: draft a reply to that email.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,5b58d1e1-05b8-4efb-89f0-a9a1a032ec0e
577,2025-08-03T02:53:24.816607,joke,Make me laugh.,Executing 'joke' related task: make me laugh.,en,en-US,voice,phone,{},{},neutral,idle,tell_joke,False,False,7174ffd6-9db1-4d2f-a668-f47b7edf501c
12109,2025-08-03T05:52:36.002708,timer,Timer for 5 minutes,Executing 'timer' related task: timer for 5 minutes,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,80ba5c06-bc9d-44e1-9e69-0044b9ceaca8
3469,2025-08-03T02:53:24.831333,messaging,Text Jessica I’ll be late.,Executing 'message' related task: text jessica i’ll be late.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,796d6461-5692-4aae-afc1-c91a9c1288f8
4554,2025-08-03T02:53:24.838330,fact,Give me a random fact.,Executing 'fact' related task: give me a random fact.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,fcd2c46f-e097-4ecb-9aa7-1b7d4fb0e557
2974,2025-08-03T02:53:24.828140,email,Draft a reply to that email.,Executing 'email' related task: draft a reply to that email.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,bdc4e024-1727-4311-a98b-c8bed5588f38
11228,2025-08-03T05:52:35.999548,recommendations,Suggest a restaurant,Executing 'recommendations' related task: suggest a restaurant,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,10a8efce-bfc9-4ae0-bbbf-df9c8c49e074
8720,2025-08-03T02:53:24.866943,recipe,How do you make pancakes?,Executing 'recipe' related task: how do you make pancakes?,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,95d79352-ec1d-4556-bbb3-1c6b68ded804
714,2025-08-03T02:53:24.817386,search,Find the best pizza near me.,Executing 'search' related task: find the best pizza near me.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,366be969-0a99-44a0-8240-372e1467fa67
13093,2025-08-03T06:08:06.936121,search_google,Search for India on Google,Executing 'search_google' related task: search for india on google,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,b4c1a932-9f94-4f12-bef8-aca2a228799e
6655,2025-08-03T02:53:24.852852,fact,Tell me a fun fact.,Executing 'fact' related task: tell me a fun fact.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,c03b4f24-4c56-44e4-b7dd-58ef8124d565
10439,2025-08-03T02:53:24.877189,search,Find the best pizza near me.,Executing 'search' related task: find the best pizza near me.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,07a646b0-cecf-4c9b-b4f7-83302dd54063
1088,2025-08-03T02:53:24.818869,alarm,Set an alarm for 7 AM.,Executing 'alarm' related task: set an alarm for 7 am.,en,en-US,voice,phone,{},{},neutral,idle,set_alarm,False,False,de9e21c8-2d61-456e-951b-f9e59a8854d3
12692,2025-08-03T05:52:48.532058,get_info_subject,Tell me about gravity,Executing 'get_info_subject' related task: tell me about gravity,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,58c8a509-73e7-4a7a-809f-820e16383c01
2336,2025-08-03T02:53:24.823961,weather,What's the weather like today?,Executing 'weather' related task: what's the weather like today?,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,fdcd6882-301a-47af-b371-cebb27472f45
7289,2025-08-03T02:53:24.857169,call,Redial the last number.,Executing 'call' related task: redial the last number.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,f6436d12-dad8-4c40-ab3a-f3afdac2c4cf
7104,2025-08-03T02:53:24.855989,recipe,How do you make pancakes?,Executing 'recipe' related task: how do you make pancakes?,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,017392d7-375f-4ab2-a722-c005f5b86aac
3609,2025-08-03T02:53:24.832201,email,Check my inbox.,Executing 'email' related task: check my inbox.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,b451e8a9-6637-4261-a503-9c8ea2075406
1455,2025-08-03T02:53:24.820347,weather,Is it going to rain tomorrow?,Executing 'weather' related task: is it going to rain tomorrow?,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,57ba5c26-8e89-4892-8f6e-087583219470
11050,2025-08-03T05:52:35.998766,user_feedback,I didn’t like that,Executing 'user_feedback' related task: i didn’t like that,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,6189bea6-265f-46cc-b313-0ebc2e4aaf0d
12020,2025-08-03T05:52:36.002392,timer,Start a timer now,Executing 'timer' related task: start a timer now,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,36342dee-2724-413c-b793-a8b4a40e8041
8142,2025-08-03T02:53:24.862860,call,Make a video call to mom.,Executing 'call' related task: make a video call to mom.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,e69e7d9d-fff9-4959-84a1-707ade1eeed2
882,2025-08-03T02:53:24.818038,joke,Say something funny.,Executing 'joke' related task: say something funny.,en,en-US,voice,phone,{},{},neutral,idle,tell_joke,False,False,47947342-2e82-425a-bda0-f1b09a024926
2907,2025-08-03T02:53:24.827742,weather,What's the weather like today?,Executing 'weather' related task: what's the weather like today?,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,f48f6fda-e855-4962-89b0-2375235a6f1e
1711,2025-08-03T02:53:24.821426,weather,Give me the forecast for next week.,Executing 'weather' related task: give me the forecast for next week.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,7be0207a-8686-4900-a4bb-e478cdca0453
4463,2025-08-03T02:53:24.837629,weather,What's the weather like today?,Executing 'weather' related task: what's the weather like today?,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,06b76424-cc85-4b07-8551-93f76ba4e8c3
4119,2025-08-03T02:53:24.835566,call,Make a video call to mom.,Executing 'call' related task: make a video call to mom.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,bb1f7f1c-26af-4078-b128-5f85b3e2efc7
7927,2025-08-03T02:53:24.861329,navigate,Find a route to the hotel.,Executing 'navigate' related task: find a route to the hotel.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,330c7bec-a232-4552-bfe6-be43841cc72a
7337,2025-08-03T02:53:24.857453,news,Show me sports headlines.,Executing 'news' related task: show me sports headlines.,en,en-US,voice,phone,{},{},neutral,idle,get_news,False,False,3cfe4e61-f4ab-44c4-b88e-bc00a4c4fe56
9160,2025-08-03T02:53:24.870035,weather,What's the weather like today?,Executing 'weather' related task: what's the weather like today?,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,5dc2535b-70c8-49db-97ce-43936a87972f
2246,2025-08-03T02:53:24.823594,alarm,Wake me up at 6 tomorrow.,Executing 'alarm' related task: wake me up at 6 tomorrow.,en,en-US,voice,phone,{},{},neutral,idle,set_alarm,False,False,aea1e3e2-a584-44b4-bc29-0e6fc6b17f97
